100	500
n001485	117	n001127	193
n001576	140	n001934	167
n001650	104	n005226	177
n001655	246	n002681	133
n001672	90	n008105	159
n001683	11	n005693	362
n001687	81	n009232	235
n001708	201	n000410	94
n001710	6	n001576	22
n001781	276	n000706	280
n001811	201	n004801	40
n001816	151	n003415	105
n001817	113	n004662	154
n001830	201	n005693	260
n001836	319	n007900	251
n001838	229	n007919	182
n001850	57	n005668	17
n001857	258	n000410	183
n001878	437	n002082	263
n001898	32	n004812	283
n001923	77	n001299	212
n001934	57	n005973	357
n001935	167	n008613	410
n001956	194	n004586	362
n001976	79	n000082	265
n002009	46	n009289	142
n002024	97	n008858	291
n002080	294	n008829	36
n002081	139	n008047	367
n002082	29	n003001	266
n002093	88	n007548	329
n002106	342	n001781	250
n002109	259	n008028	182
n002153	20	n002106	254
n002158	199	n005226	468
n002166	155	n000148	304
n002167	229	n004486	71
n002216	318	n002384	173
n002223	30	n008778	136
n002245	126	n002770	51
n002257	125	n003490	255
n002258	84	n000452	131
n002263	32	n002556	73
n002267	63	n001655	57
n002268	235	n006659	67
n002282	280	n000836	173
n002284	189	n004635	5
n002309	117	n000078	50
n002329	166	n002596	167
n002351	170	n000480	291
n002372	44	n009286	182
n002381	175	n004891	60
n002384	176	n001878	301
n002389	11	n004233	96
n002414	106	n009289	196
n002421	9	n002803	206
n002474	7	n004885	253
n002475	255	n000082	216
n002503	190	n001817	5
n002517	350	n003775	162
n002556	1	n003894	401
n002561	195	n004050	326
n002574	265	n005181	280
n002581	64	n007668	118
n002596	97	n009114	143
n002604	181	n001650	182
n002647	287	n005776	36
n002659	123	n008036	154
n002664	571	n002421	299
n002669	189	n005723	388
n002681	201	n003881	227
n002684	424	n007651	187
n002703	61	n003653	70
n002715	108	n000736	42
n002743	203	n004240	244
n002749	113	n005226	146
n002761	114	n002166	109
n002763	301	n002803	132
n002770	237	n008037	513
n002773	80	n005306	57
n002775	77	n009286	50
n002803	36	n008015	169
n002838	188	n005709	24
n002840	210	n002167	238
n002855	298	n000854	310
n002857	230	n001934	50
n002869	136	n005303	260
n002873	258	n004085	153
n002878	143	n000394	135
n002880	7	n007121	141
n002884	103	n002873	4
n002889	50	n005120	60
n002891	73	n003468	66
n002894	353	n005831	191
n003001	230	n007397	70
n003009	81	n007240	159
n003079	131	n002773	93
n003092	120	n002268	122
n003093	283	n002857	93
n003104	311	n009123	242
n003115	57	n004281	200
n003134	68	n003205	391
n003140	430	n001878	322
n003205	314	n005179	296
n003215	207	n001817	21
n003217	85	n008653	179
n003258	262	n004588	334
n003277	150	n003298	54
n003288	212	n001850	12
n003298	460	n007133	155
n003356	169	n005301	47
n003379	22	n008539	148
n003415	240	n005380	182
n003430	274	n005312	18
n003436	62	n003894	39
n003461	159	n003298	92
n003468	207	n005695	284
n003490	116	n001291	492
n003513	45	n004999	267
n003540	72	n003881	218
n003554	376	n007133	340
n003570	367	n000838	165
n003606	94	n004586	471
n003635	274	n008989	469
n003653	198	n001296	189
n003675	213	n005104	333
n003725	123	n004793	255
n003728	4	n004586	200
n003775	271	n001655	80
n003786	272	n005693	10
n003836	73	n008015	111
n003873	141	n002561	105
n003881	134	n003653	520
n003894	407	n007385	51
n003896	362	n001418	11
n003917	50	n008653	107
n003958	6	n007951	1
n004007	292	n008937	390
n004050	302	n008890	240
n004064	41	n004719	144
n004068	83	n001816	6
n004070	52	n005956	370
n004078	120	n002309	166
n004085	103	n002389	155
n004123	204	n005670	248
n004157	94	n005832	121
n004180	255	n005427	155
n004208	62	n005159	498
n004233	97	n008989	96
n004239	39	n004338	214
n004240	244	n002372	223
n004243	6	n004850	47
n004281	12	n000001	235
n004333	145	n003513	405
n004338	34	n001197	161
n004353	16	n004281	224
n004357	219	n001291	316
n004366	55	n001401	27
n004372	80	n008567	211
n004380	127	n009028	498
n004387	157	n005607	167
n004394	141	n002282	171
n004411	51	n007474	351
n004424	221	n002414	77
n004440	85	n001190	127
n004449	120	n008155	49
n004461	262	n002351	96
n004469	133	n007854	108
n004482	2	n003277	177
n004486	197	n002081	90
n004555	46	n000001	307
n004563	264	n005664	205
n004580	39	n004357	48
n004586	77	n007104	239
n004588	8	n001337	77
n004634	453	n000912	126
n004635	220	n004826	344
n004652	224	n008015	210
n004658	61	n005730	146
n004661	363	n005607	122
n004662	45	n001683	97
n004663	119	n004424	123
n004678	13	n004486	99
n004679	179	n009175	25
n004709	88	n005073	99
n004712	181	n009123	213
n004719	213	n008710	262
n004738	300	n007531	102
n004743	384	n007261	213
n004756	124	n006123	362
n004771	83	n001672	274
n004788	227	n002384	134
n004793	358	n003093	91
n004798	146	n004662	74
n004801	226	n000284	107
n004812	357	n006123	191
n004813	84	n000106	193
n004826	271	n002715	142
n004850	29	n004826	218
n004885	298	n009285	78
n004891	1	n007900	18
n004898	211	n003881	230
n004905	9	n008183	52
n004911	192	n008020	38
n004915	87	n005123	148
n004925	108	n005706	203
n004945	290	n002167	301
n004999	10	n005181	199
n005073	258	n002106	19
n005088	114	n005621	206
n005101	232	n007650	126
n005104	332	n003606	261
n005112	6	n005114	197
n005114	127	n004709	526
n005120	64	n000129	86
n005122	214	n000480	305
n005123	144	n008110	2
n005135	318	n003356	205
n005136	65	n005490	416
n005137	32	n001341	15
n005145	114	n003215	29
n005148	134	n001156	157
n005157	51	n003217	463
n005159	427	n004357	331
n005179	228	n003490	116
n005181	187	n001021	176
n005188	203	n005630	19
n005225	48	n005312	150
n005226	14	n006053	164
n005233	69	n004719	65
n005280	100	n005340	187
n005282	102	n004712	243
n005294	218	n003461	424
n005301	116	n000912	192
n005303	154	n001934	145
n005306	159	n007068	121
n005312	450	n001923	23
n005316	131	n007261	147
n005319	469	n003277	65
n005326	34	n005706	305
n005328	36	n002869	88
n005334	497	n005612	80
n005340	327	n005758	526
n005347	106	n002384	97
n005359	130	n008488	205
n005373	14	n006458	289
n005377	2	n004911	295
n005380	73	n002773	52
n005417	62	n004658	277
n005425	132	n005225	140
n005427	106	n004366	161
n005448	8	n002282	216
n005473	425	n008056	8
n005474	3	n007531	132
n005490	370	n005652	116
n005513	114	n005872	115
n005552	9	n001446	342
n005565	40	n002561	221
n005577	21	n004679	202
n005607	279	n004157	45
n005612	279	n004357	104
n005619	311	n008674	37
n005621	236	n003653	556
n005623	181	n004157	138
n005630	41	n000689	161
n005633	20	n003836	213
n005636	332	n008595	81
n005639	290	n004078	197
n005648	326	n005680	66
n005652	20	n004078	2
n005664	143	n008558	5
n005666	98	n005552	53
n005668	69	n006922	64
n005670	362	n002267	286
n005680	191	n003298	257
n005693	378	n002715	152
n005695	7	n005135	345
n005706	237	n002167	89
n005709	211	n004333	243
n005723	156	n002282	300
n005726	401	n008183	401
n005730	56	n005104	24
n005748	46	n001811	72
n005755	13	n006858	11
n005758	53	n001156	250
n005762	138	n001302	127
n005764	6	n002080	87
n005776	10	n005179	224
n005799	49	n004555	267
n005831	306	n008110	17
n005832	238	n004586	91
n005833	175	n004239	142
n005872	87	n008674	37
n005915	182	n004580	236
n005956	295	n002372	5
n005963	2	n005112	185
n005973	425	n002880	303
n006053	21	n004793	425
n006123	116	n005973	364
n006134	5	n002166	151
n006211	53	n002894	190
n006247	153	n004793	184
n006301	299	n006858	195
n006347	94	n000785	515
n006451	226	n000775	109
n006458	134	n000838	244
n006497	189	n007162	195
n006531	468	n005377	191
n006532	78	n007381	152
n006574	413	n008036	183
n006626	145	n007548	300
n006653	25	n004771	12
n006659	239	n002267	67
n006772	412	n000527	123
n006808	109	n001418	285
n006858	48	n005799	319
n006909	275	n007949	9
n006922	246	n000009	66
n006987	56	n001277	145
n006992	160	n008567	23
n007008	122	n004719	65
n007021	215	n003775	269
n007068	104	n008539	180
n007104	162	n001935	226
n007121	24	n002158	117
n007133	340	n004469	47
n007146	238	n008710	103
n007159	67	n005157	95
n007162	167	n005319	302
n007166	152	n002282	287
n007169	133	n005513	195
n007210	147	n005427	44
n007240	253	n004719	105
n007241	59	n000658	35
n007246	164	n008183	39
n007261	107	n005188	298
n007296	102	n001976	351
n007358	7	n005340	357
n007368	4	n007664	49
n007381	19	n007246	90
n007385	243	n004798	205
n007397	54	n005301	224
n007439	82	n008890	418
n007474	180	n001439	282
n007531	273	n002245	123
n007548	76	n008105	204
n007571	205	n001146	100
n007594	167	n000009	56
n007650	20	n002257	93
n007651	63	n003606	292
n007664	13	n008484	10
n007668	123	n005282	60
n007700	72	n002763	461
n007703	108	n002869	56
n007753	463	n003540	419
n007854	212	n008056	267
n007865	185	n003288	184
n007900	141	n005427	93
n007909	285	n005664	161
n007919	267	n005137	20
n007949	218	n009287	183
n007951	116	n000259	120
n008003	64	n007753	394
n008015	152	n002384	12
n008020	265	n002082	5
n008028	175	n004743	81
n008036	24	n001811	200
n008037	405	n007700	193
n008047	126	n007381	59
n008056	193	n008155	54
n008105	231	n005334	249
n008108	43	n002556	116
n008110	119	n004078	115
n008155	148	n008020	79
n008164	64	n001687	158
n008179	105	n004239	68
n008183	399	n005303	416
n008213	42	n002840	45
n008314	179	n000689	61
n008317	201	n008056	245
n008325	256	n008037	59
n008361	140	n003079	25
n008436	129	n005417	13
n008484	229	n004662	163
n008488	263	n002517	316
n008528	73	n008653	184
n008530	126	n009232	190
n008539	113	n005306	68
n008558	57	n005120	59
n008567	79	n002245	131
n008595	240	n008484	174
n008613	22	n002763	243
n008615	234	n001211	130
n008630	82	n002351	131
n008653	76	n000854	2
n008655	250	n002223	8
n008662	118	n008179	22
n008674	230	n005963	4
n008682	401	n007133	275
n008710	139	n003606	219
n008773	11	n003134	100
n008778	216	n005112	189
n008829	106	n000363	422
n008858	54	n003009	166
n008890	365	n007121	368
n008932	123	n009285	179
n008937	373	n001199	373
n008948	96	n002884	165
n008958	390	n000740	70
n008989	159	n003896	459
n009028	148	n001242	519
n009114	28	n004850	279
n009123	163	n004798	57
n009175	81	n008778	28
n009185	105	n009225	380
n009199	258	n004850	378
n009213	92	n004394	91
n009225	453	n001296	302
n009232	202	n006808	230
n009235	281	n004411	234
n009283	103	n003415	152
n009285	75	n007068	236
n009286	100	n004743	236
n009287	113	n001710	105
n009288	173	n008778	70
n009289	208	n001174	162
n009291	43	n001898	67
n009294	197	n000452	376
n000001	227	309
n000009	82	1
n000029	212	153
n000040	100	109
n000078	383	283
n000082	321	115
n000106	53	132
n000129	279	231
n000148	145	45
n000149	49	82
n000178	135	91
n000259	85	333
n000284	284	64
n000363	385	308
n000394	204	93
n000410	26	129
n000452	229	447
n000480	282	197
n000527	189	286
n000596	147	292
n000624	216	55
n000654	129	59
n000658	282	429
n000659	358	295
n000667	118	304
n000689	257	325
n000706	264	118
n000736	132	83
n000740	12	110
n000746	50	197
n000774	286	87
n000775	195	119
n000785	253	225
n000836	75	178
n000838	246	162
n000854	380	135
n000912	344	390
n000928	44	167
n000945	78	264
n000950	18	243
n000958	63	360
n000998	200	24
n001021	164	175
n001059	24	26
n001125	13	8
n001127	192	259
n001146	584	142
n001153	29	73
n001156	6	93
n001174	66	60
n001190	443	348
n001197	151	175
n001199	292	310
n001211	375	277
n001242	9	131
n001256	409	211
n001277	65	149
n001291	98	353
n001293	177	196
n001296	61	17
n001299	35	38
n001302	55	51
n001303	207	188
n001304	220	130
n001337	47	190
n001341	63	105
n001368	29	221
n001401	20	71
n001418	374	407
n001439	322	180
n001446	300	345
n001467	216	4
n001485	343	71
n001576	2	202
n001650	119	80
n001655	245	285
n001672	179	242
n001683	285	192
n001687	141	40
n001708	177	251
n001710	91	118
n001781	141	43
n001811	28	214
n001816	122	115
n001817	46	119
n001830	42	37
n001836	295	322
n001838	113	139
n001850	29	71
n001857	233	10
n001878	187	346
n001898	136	146
n001923	77	65
n001934	200	162
n001935	160	54
n001956	53	187
n001976	428	394
n002009	70	116
n002024	37	162
n002080	74	305
n002081	180	162
n002082	197	109
n002093	183	292
n002106	58	179
n002109	175	255
n002153	77	92
n002158	131	209
n002166	141	69
n002167	248	54
n002216	11	258
n002223	34	19
n002245	24	100
n002257	70	86
n002258	121	106
n002263	16	267
n002267	312	172
n002268	55	190
n002282	305	249
n002284	33	110
n002309	68	49
n002329	263	205
n002351	172	93
n002372	75	132
n002381	39	62
n002384	142	167
n002389	366	402
n002414	199	139
n002421	252	89
n002474	242	158
n002475	6	15
n002503	45	213
n002517	25	290
n002556	55	75
n002561	156	159
n002574	437	57
n002581	361	135
n002596	169	103
n002604	197	81
n002647	92	179
n002659	174	156
n002664	287	531
n002669	79	33
n002681	52	37
n002684	457	502
n002703	150	68
n002715	96	345
n002743	204	195
n002749	173	252
n002761	119	43
n002763	399	84
n002770	170	2
n002773	32	7
n002775	83	6
n002803	208	188
n002838	37	136
n002840	219	214
n002855	151	300
n002857	179	94
n002869	287	168
n002873	118	224
n002878	35	113
n002880	492	68
n002884	258	201
n002889	135	236
n002891	91	107
n002894	253	327
n003001	61	223
n003009	100	31
n003079	230	248
n003092	439	124
n003093	107	41
n003104	220	40
n003115	21	259
n003134	115	254
n003140	351	381
n003205	520	169
n003215	12	91
n003217	567	328
n003258	266	142
n003277	73	3
n003288	166	25
n003298	25	446
n003356	159	113
n003379	116	46
n003415	149	164
n003430	67	345
n003436	97	67
n003461	103	368
n003468	105	151
n003490	171	40
n003513	218	24
n003540	196	233
n003554	199	446
n003570	191	336
n003606	142	328
n003635	20	243
n003653	461	46
n003675	134	140
n003725	64	103
n003728	121	90
n003775	397	36
n003786	107	272
n003836	67	212
n003873	389	75
n003881	233	36
n003894	159	6
n003896	292	322
n003917	102	59
n003958	148	190
n004007	152	8
n004050	513	102
n004064	309	192
n004068	110	12
n004070	91	69
n004078	140	69
n004085	257	214
n004123	97	229
n004157	64	135
n004180	65	261
n004208	128	57
n004233	177	40
n004239	2	175
n004240	274	286
n004243	159	407
n004281	250	171
n004333	299	142
n004338	139	114
n004353	31	100
n004357	279	436
n004366	292	104
n004372	105	101
n004380	7	94
n004387	210	198
n004394	12	23
n004411	178	48
n004424	497	510
n004440	95	197
n004449	225	137
n004461	260	234
n004469	47	78
n004482	122	244
n004486	54	177
n004555	189	100
n004563	240	670
n004580	180	42
n004586	238	415
n004588	81	313
n004634	329	64
n004635	34	151
n004652	324	313
n004658	150	124
n004661	136	275
n004662	173	263
n004663	1	56
n004678	48	110
n004679	5	127
n004709	529	327
n004712	12	215
n004719	30	29
n004738	18	60
n004743	85	230
n004756	151	323
n004771	341	129
n004788	9	237
n004793	261	85
n004798	49	196
n004801	165	107
n004812	331	256
n004813	238	197
n004826	35	442
n004850	375	228
n004885	247	309
n004891	32	175
n004898	64	90
n004905	196	239
n004911	317	247
n004915	243	5
n004925	236	172
n004945	155	136
n004999	11	2
n005073	172	47
n005088	225	98
n005101	169	197
n005104	299	276
n005112	308	250
n005114	151	200
n005120	223	72
n005122	257	81
n005123	309	149
n005135	129	388
n005136	181	30
n005137	139	136
n005145	71	91
n005148	246	7
n005157	18	202
n005159	459	348
n005179	451	86
n005181	319	47
n005188	14	48
n005225	167	205
n005226	463	478
n005233	127	71
n005280	79	135
n005282	85	18
n005294	25	181
n005301	31	21
n005303	433	17
n005306	166	208
n005312	115	479
n005316	226	407
n005319	109	28
n005326	96	52
n005328	150	173
n005334	531	577
n005340	266	360
n005347	348	146
n005359	150	77
n005373	158	119
n005377	137	189
n005380	111	236
n005417	175	300
n005425	104	13
n005427	78	21
n005448	36	178
n005473	364	410
n005474	208	192
n005490	130	342
n005513	156	104
n005552	386	182
n005565	37	119
n005577	5	363
n005607	260	229
n005612	346	363
n005619	179	167
n005621	36	100
n005623	27	223
n005630	7	220
n005633	185	175
n005636	109	161
n005639	118	165
n005648	234	251
n005652	213	20
n005664	146	233
n005666	161	337
n005668	37	13
n005670	251	290
n005680	275	141
n005693	114	325
n005695	321	189
n005706	231	220
n005709	384	401
n005723	492	419
n005726	112	261
n005730	4	328
n005748	87	80
n005755	158	68
n005758	327	396
n005762	59	136
n005764	108	33
n005776	389	127
n005799	288	192
n005831	375	51
n005832	86	127
n005833	88	8
n005872	137	4
n005915	142	7
n005956	69	62
n005963	169	212
n005973	445	188
n006053	331	92
n006123	400	419
n006134	347	194
n006211	185	205
n006247	322	16
n006301	183	7
n006347	147	12
n006451	82	168
n006458	263	129
n006497	191	38
n006531	282	306
n006532	148	71
n006574	164	347
n006626	268	88
n006653	27	12
n006659	305	386
n006772	480	251
n006808	2	266
n006858	144	170
n006909	149	77
n006922	52	161
n006987	7	88
n006992	101	9
n007008	46	211
n007021	137	148
n007068	135	117
n007104	71	112
n007121	266	379
n007133	295	348
n007146	94	170
n007159	224	328
n007162	69	258
n007166	5	134
n007169	120	161
n007210	308	200
n007240	84	25
n007241	12	126
n007246	70	207
n007261	310	73
n007296	122	108
n007358	24	2
n007368	171	37
n007381	147	111
n007385	53	228
n007397	155	343
n007439	147	13
n007474	372	348
n007531	254	136
n007548	312	175
n007571	160	123
n007594	85	62
n007650	6	199
n007651	243	96
n007664	24	68
n007668	107	90
n007700	237	223
n007703	126	259
n007753	263	244
n007854	26	71
n007865	99	160
n007900	237	366
n007909	246	361
n007919	80	477
n007949	206	236
n007951	185	149
n008003	1	321
n008015	59	46
n008020	106	284
n008028	267	133
n008036	2	177
n008037	186	530
n008047	38	297
n008056	201	48
n008105	253	72
n008108	136	37
n008110	83	167
n008155	102	114
n008164	256	360
n008179	185	271
n008183	12	45
n008213	191	264
n008314	63	268
n008317	25	122
n008325	46	71
n008361	226	157
n008436	53	141
n008484	122	173
n008488	74	40
n008528	114	206
n008530	479	14
n008539	21	70
n008558	228	229
n008567	58	103
n008595	159	108
n008613	124	298
n008615	185	227
n008630	174	21
n008653	86	11
n008655	39	108
n008662	19	70
n008674	116	194
n008682	190	449
n008710	354	204
n008773	145	6
n008778	46	215
n008829	141	58
n008858	175	286
n008890	19	438
n008932	181	184
n008937	490	359
n008948	31	208
n008958	480	145
n008989	177	131
n009028	250	415
n009114	182	178
n009123	81	326
n009175	43	96
n009185	190	364
n009199	18	305
n009213	120	44
n009225	429	91
n009232	70	184
n009235	378	142
n009283	83	168
n009285	27	131
n009286	33	154
n009287	38	143
n009288	115	229
n009289	157	40
n009291	26	90
n009294	169	3
n000001	162	n002474	138
n000009	88	n001683	198
n000029	211	n007594	41
n000040	121	n008183	346
n000078	373	n003079	105
n000082	427	n006987	7
n000106	149	n000129	287
n000129	449	n000040	79
n000148	59	n004712	385
n000149	218	n009291	2
n000178	105	n000774	257
n000259	10	n002647	128
n000284	292	n002158	232
n000363	262	n002669	93
n000394	88	n002681	93
n000410	32	n007900	399
n000452	65	n007166	91
n000480	231	n001303	150
n000527	172	n001976	174
n000596	217	n000658	241
n000624	111	n001485	167
n000654	142	n005112	66
